"Ensemle_ID"	"Ensemle_ID"	"ENTREZID"	"SYMBOL"	"GENENAME"	"ERR1084811_ER"	"ERR1084806_ER"	"ERR1084805_ER"	"ERR1084775_ER"	"ERR1084765_ER"	"ERR1084764_ER"	"ERR1084763_ER"	"ERR1084808_TN"	"ERR1084809_TN"	"ERR1084807_TN"	"ERR1084810_TN"	"ERR1084803_TN"	"ERR1084802_TN"	"ERR1084801_TN"	"ERR1084804_TN"	"ERR1084800_TN"	"ERR1084799_TN"	"ERR1084798_TN"	"ERR1084768_TN"	"ERR1084766_TN"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1859"	"ENSG00000171119"	"4902"	"NRTN"	"neurturin"	81	29	58	83	231	268	272	343	907	410	17	306	617	559	289	191	353	171	644	3	247.395874948864	1.44598145463183	0.529263765063823	2.73206206447452	0.006293928335802	0.0336261679492929
"1860"	"ENSG00000171160"	"118812"	"MORN4"	"MORN repeat containing 4"	482	558	175	296	390	409	371	221	151	323	7	186	279	248	127	145	187	58	81	15	199.359989476561	-1.14541132877266	0.365225810080057	-3.13617301176384	0.00171168193716874	0.0125257483722446
"1861"	"ENSG00000171241"	"79801"	"SHCBP1"	"SHC binding and spindle associated 1"	106	174	527	489	392	256	276	252	544	1319	94	495	499	450	604	405	809	478	316	352	461.73915822178	1.2339688388719	0.395780879028819	3.11780812125096	0.00182201382598284	0.0131316176460709
"1862"	"ENSG00000171302"	"124583"	"CANT1"	"calcium activated nucleotidase 1"	8657	3062	4056	6469	4707	6016	4879	2622	2131	2058	644	3309	2434	964	2334	2219	2375	2120	778	453	2830.92646940289	-1.1188378050952	0.320023180857306	-3.49611488173437	0.000472085404870688	0.00457383964297877
"1863"	"ENSG00000171310"	"50515"	"CHST11"	"carbohydrate sulfotransferase 11"	38	1	154	49	167	7	9	2796	619	147	71	276	3207	37	1074	192	8	14	3	22	456.001523046255	3.87332345840929	1.01675916575971	3.80947975572482	0.00013925950796926	0.00167924557034932
"1864"	"ENSG00000171368"	"11076"	"TPPP"	"tubulin polymerization promoting protein"	97	8	91	426	46	77	83	576	63	997	109	200	94	101	309	1068	931	420	207	23	270.289024860123	2.00789762108928	0.609020473860628	3.29692958983967	0.000977480025770399	0.00807953628612678
"1865"	"ENSG00000171385"	"3752"	"KCND3"	"potassium voltage-gated channel subfamily D member 3"	276	1	3	60	665	689	633	14	3	7	4	19	70	0	0	208	1	0	2	11	113.169140483118	-3.22456028648558	1.18406157939142	-2.72330454987225	0.0064632446315072	0.034278638248771
"1866"	"ENSG00000171401"	"3860"	"KRT13"	"keratin 13"	334	4	12	2	1	5	3	252	53	4	75	0	16	11	7	42	3	1	2	0	21.0934160533891	2.93917732243295	1.03638914423284	2.8359784920447	0.00456855225320844	0.026345518897295
"1867"	"ENSG00000171462"	"65989"	"DLK2"	"delta like non-canonical Notch ligand 2"	86	60	36	157	56	66	69	689	119	169	129	41	88	48	62	266	50	134	97	57	155.202483695324	1.76481340352103	0.608111966669523	2.90211918240398	0.0037064749811197	0.0225074599050304
"1868"	"ENSG00000171612"	"84275"	"SLC25A33"	"solute carrier family 25 member 33"	198	415	369	378	382	260	274	196	847	474	61	1731	503	934	1209	345	164	944	478	32	432.328519845782	1.04316087335557	0.390985836223487	2.66802727032623	0.00762980649411766	0.038705403272964
"1869"	"ENSG00000171621"	"80176"	"SPSB1"	"splA/ryanodine receptor domain and SOCS box containing 1"	305	8	1304	100	579	326	241	271	2011	2746	184	915	2127	1269	3956	1745	1384	1679	906	64	936.970363857398	2.01920771160221	0.561997024019133	3.59291530969649	0.000326998890887202	0.00340010396879094
"1870"	"ENSG00000171658"	"344887"	"NMRAL2P"	"NmrA like redox sensor 2, pseudogene"	1	0	0	0	0	0	0	194	34	10	0	0	1	8	29	2	4	4	0	0	3.58731495728614	4.87000965448613	1.32684677918855	3.67036324832053	0.000242206023684143	0.00265899430019424
"1871"	"ENSG00000171722"	"284680"	"SPATA46"	"spermatogenesis associated 46"	14	1	3	6	420	446	389	1	10	7	15	0	2	0	2	1	10	9	0	10	60.1347882574545	-3.5204734122531	1.18888719997285	-2.9611500673348	0.0030649256107481	0.0195343387589527
"1872"	"ENSG00000171723"	"10243"	"GPHN"	"gephyrin"	1022	1976	1587	921	1029	1181	1140	815	490	546	33	521	218	703	1382	781	170	314	974	63	664.539334992835	-1.069199641564	0.359673599382389	-2.97269425223304	0.00295198348347763	0.0190038465442238
"1873"	"ENSG00000171729"	"55092"	"TMEM51"	"transmembrane protein 51"	126	104	609	407	113	90	80	905	401	460	117	335	162	775	708	226	1284	299	615	35	359.942783930637	1.48549886127889	0.461900567909629	3.21605766366914	0.00129964715153541	0.0101445969771783
"1874"	"ENSG00000171757"	"151827"	"LRRC34"	"leucine rich repeat containing 34"	24	70	8	62	39	39	82	2	48	99	132	20	18	150	108	34	124	188	166	75	110.681323237636	1.99232143544735	0.732391596213146	2.72029532527232	0.00652236357061205	0.0345161479754726
"1875"	"ENSG00000171790"	"200172"	"SLFNL1"	"schlafen like 1"	48	47	196	118	44	32	39	166	214	182	403	63	57	81	315	174	72	118	283	238	165.895779018916	1.95174336397601	0.607276790384349	3.21392714966226	0.00130932888413675	0.010195893302926
"1876"	"ENSG00000171791"	"596"	"BCL2"	"BCL2, apoptosis regulator"	2271	1150	366	894	643	1002	1007	5	80	298	0	163	103	167	204	159	93	285	1190	12	415.250051067922	-2.32054873038709	0.683195076144957	-3.39661219966803	0.000682255809623709	0.00608830320483192
"1877"	"ENSG00000171847"	"55138"	"FAM90A1"	"family with sequence similarity 90 member A1"	5	134	8	4	36	21	14	7	255	196	0	9	113	59	519	152	65	26	376	6	80.4312190362865	2.1025943453663	0.81185276040252	2.58987152340755	0.00960117573320683	0.0459298497294496
"1878"	"ENSG00000171858"	"6227"	"RPS21"	"ribosomal protein S21"	1952	1800	2980	1824	1419	1658	746	2100	1684	2226	722	1846	3571	4361	2839	3363	1751	8431	4888	353	2322.45594452788	1.0176584525983	0.326785624516995	3.11414693991648	0.00184477592136671	0.013241088694495
"1879"	"ENSG00000171865"	"246243"	"RNASEH1"	"ribonuclease H1"	184	306	281	298	316	299	331	327	528	281	120	371	404	508	156	226	369	1743	852	84	374.743471866778	0.98805332822232	0.372135679013833	2.65508894723742	0.00792874989685524	0.0397756931034473
"1880"	"ENSG00000171877"	"84978"	"FRMD5"	"FERM domain containing 5"	92	30	14	16	94	73	76	44	194	236	23	95	736	120	138	168	218	32	40	151	157.102668395004	2.22018273350745	0.645814344779649	3.4378033740718	0.00058645337646494	0.00539553844987838
"1881"	"ENSG00000171953"	"91647"	"ATPAF2"	"ATP synthase mitochondrial F1 complex assembly factor 2"	805	722	554	1328	936	970	986	543	482	568	87	970	295	607	296	417	503	457	208	82	521.206762034422	-0.78684477783147	0.263611979331217	-2.98485971626818	0.00283708402917567	0.0184681565731423
"1882"	"ENSG00000171960"	"10465"	"PPIH"	"peptidylprolyl isomerase H"	438	830	977	865	485	350	273	552	1133	929	662	1124	675	1660	1309	797	677	782	1066	698	998.482394317756	1.44112059319577	0.450776961381543	3.19697037927364	0.00138879187077638	0.0106680014756989
"1883"	"ENSG00000172005"	"4118"	"MAL"	"mal, T cell differentiation protein"	0	0	134	0	0	0	0	1	60	36	3	82	0	2	2	1	4	20	1	0	9.12046466519507	5.0207582058473	1.36260465352327	3.68467713130524	0.000228992730630382	0.00254159642244732
"1884"	"ENSG00000172058"	"8293"	"SERF1A"	"small EDRK-rich factor 1A"	24	29	15	0	14	18	8	6	1	9	2	6	3	2	4	2	6	5	2	0	6.8610565291686	-1.82452826348205	0.564066326241101	-3.23459880266313	0.00121813765860517	0.00961423303407695
"1885"	"ENSG00000172115"	"54205"	"CYCS"	"cytochrome c, somatic"	878	3152	1919	2341	3300	2995	2949	3224	4396	6319	400	3994	2812	3866	2968	2744	1914	4643	6136	2072	3166.03216619448	0.938141304536929	0.353019765841931	2.65747528980288	0.00787283617043552	0.0396088383353179
"1886"	"ENSG00000172159"	"257019"	"FRMD3"	"FERM domain containing 3"	20	9	107	489	100	79	75	2	1442	1396	9	15	1590	441	1833	675	495	1067	637	57	437.065031985623	2.71413048631873	0.784673293642474	3.45893062540674	0.000542324572086286	0.00508982284892615
"1887"	"ENSG00000172236"	"7177"	"TPSAB1"	"tryptase alpha/beta 1"	28	0	20	0	16	8	7	1	0	1	0	0	0	0	0	1	0	0	0	1	3.63682029124684	-4.61129981930598	1.18850969831802	-3.87990087572016	0.00010449904250384	0.00132400791678658
"1888"	"ENSG00000172243"	"64581"	"CLEC7A"	"C-type lectin domain containing 7A"	12	4	206	209	4	1	0	1	3147	349	147	998	1	1478	602	184	592	854	371	0	395.770867563397	3.68018951731456	1.13004862704377	3.25666473923516	0.0011272949411755	0.00902214355270366
"1889"	"ENSG00000172292"	"253782"	"CERS6"	"ceramide synthase 6"	4113	6077	5403	3723	7765	8174	7517	1900	1866	2038	8	7150	2798	2818	3873	1844	1002	2757	1271	85	2948.92155599775	-1.34911843520955	0.505287067166058	-2.67000389061248	0.0075850368063118	0.0385555370556759
"1890"	"ENSG00000172350"	"64137"	"ABCG4"	"ATP binding cassette subfamily G member 4"	0	4	1	13	29	10	12	235	5	35	0	52	10	1	1	52	49	33	2	85	50.4476855650118	3.23742030821912	1.06665950455896	3.03510191807433	0.00240454416591047	0.0162661799946696
"1891"	"ENSG00000172493"	"4299"	"AFF1"	"AF4/FMR2 family member 1"	1244	1802	2013	1367	1822	1994	1685	630	357	1684	52	949	282	568	712	840	1715	714	264	53	850.457925096768	-1.21440714472605	0.332551342581125	-3.65178842851851	0.000260420396020312	0.00282116717324441
"1892"	"ENSG00000172543"	"1521"	"CTSW"	"cathepsin W"	12	4	7	5	3	7	10	16	6	23	35	5	6	5	12	2	17	7	55	63	18.6230359086294	2.09820616345532	0.77402283180809	2.71078071244227	0.00671250029451364	0.0352238385802739
"1893"	"ENSG00000172575"	"10125"	"RASGRP1"	"RAS guanyl releasing protein 1"	38	23	118	21	203	413	402	28	671	683	28	41	179	651	1599	138	910	1621	4683	49	512.323096111211	2.35686231678995	0.771012136675349	3.05684204525351	0.00223682113220635	0.0153613793753276
"1894"	"ENSG00000172586"	"118487"	"CHCHD1"	"coiled-coil-helix-coiled-coil-helix domain containing 1"	704	1122	2036	577	2584	1924	2502	555	1362	1279	69	938	538	1233	557	332	954	531	277	54	833.953796362592	-1.14351208377218	0.358073060492864	-3.19351610031262	0.00140551499700227	0.0107631432814876
"1895"	"ENSG00000172602"	"27289"	"RND1"	"Rho family GTPase 1"	610	451	684	443	413	312	275	297	64	62	41	343	15	2	29	52	60	30	5	7	183.607743972192	-2.05967068151078	0.704907530470427	-2.92190194100527	0.00347901054176482	0.0214238106313374
"1896"	"ENSG00000172667"	"64393"	"ZMAT3"	"zinc finger matrin-type 3"	295	345	95	503	296	199	185	675	350	644	47	541	479	367	652	513	1055	814	491	178	416.056246751363	1.25480007584798	0.327405201253266	3.83255999307515	0.00012681665933469	0.00154793449342806
"1897"	"ENSG00000172733"	"29942"	"PURG"	"purine rich element binding protein G"	0	0	0	0	0	0	1	0	2	50	0	1	0	0	0	1	2	1	2	12	5.49036674610435	5.34260935456217	1.70188887423273	3.13922338611608	0.00169396259743679	0.0124272886833495
"1898"	"ENSG00000172771"	"90288"	"EFCAB12"	"EF-hand calcium binding domain 12"	110	181	83	56	101	165	154	3	12	135	4	38	5	17	0	46	21	4	12	8	48.5634741596769	-2.19635097712649	0.640078065612625	-3.43137985055673	0.000600519080793865	0.0054934823620442
"1899"	"ENSG00000172782"	"283985"	"FADS6"	"fatty acid desaturase 6"	3	0	0	0	8	0	0	29	21	157	0	61	1	1	0	21	8	46	26	11	17.4781616000368	4.37223661501512	1.1429822783391	3.82528819376671	0.000130619194247246	0.0015890956905425
"1900"	"ENSG00000172935"	"116535"	"MRGPRF"	"MAS related GPR family member F"	8	0	3	1	1	2	2	48	4	43	0	1	66	11	8	10	10	3	41	3	12.5539658358232	3.20364913108689	0.829901129922957	3.86027806876741	0.000113258065912184	0.0014138121345449
"1901"	"ENSG00000172955"	"130"	"ADH6"	"alcohol dehydrogenase 6 (class V)"	6	0	3	8	12	2	5	6	0	61	11	11	5	16	31	10	29	0	15	9	14.1833504882868	2.19039365216541	0.796543658856691	2.74987268784408	0.0059618423175722	0.0322527307060573
"1902"	"ENSG00000172985"	"344558"	"SH3RF3"	"SH3 domain containing ring finger 3"	3	173	1	0	20	20	14	165	223	66	9	115	288	30	35	211	212	212	1	48	94.5236085651724	2.27337997794832	0.870787091315425	2.61071851043878	0.00903522298209617	0.0438908674108976
"1903"	"ENSG00000172992"	"79877"	"DCAKD"	"dephospho-CoA kinase domain containing"	2240	4538	1136	2064	3682	4181	3798	1090	1490	921	345	1558	1177	1472	1055	1240	1799	2086	1048	57	1607.68139916934	-1.13893329350714	0.320161480161061	-3.55737140187567	0.000374584375246986	0.00379167287132485
"1904"	"ENSG00000173013"	"257236"	"CCDC96"	"coiled-coil domain containing 96"	77	97	58	112	88	143	141	32	15	44	8	79	10	20	7	21	6	2	22	8	43.9979743017507	-1.86261342446898	0.506742688547819	-3.67565919857019	0.000237236046623696	0.00261868257356888
"1905"	"ENSG00000173137"	"203054"	"ADCK5"	"aarF domain containing kinase 5"	934	730	689	1575	2415	2080	2052	517	686	1305	90	846	1129	611	926	424	690	454	935	38	803.67438465202	-0.995041304615493	0.316932370822636	-3.13960136679237	0.0016917787313537	0.0124147400076143
"1906"	"ENSG00000173157"	"80070"	"ADAMTS20"	"ADAM metallopeptidase with thrombospondin type 1 motif 20"	122	64	5	143	15	1	6	0	5	1	1	2	2	0	0	2	0	1	0	9	17.9753006498509	-3.25613728981679	1.17343226532301	-2.77488303845171	0.00552215634784049	0.0304904409546974
"1907"	"ENSG00000173198"	"10800"	"CYSLTR1"	"cysteinyl leukotriene receptor 1"	0	0	8	4	10	16	28	0	2	0	2	0	0	2	0	0	0	0	0	0	3.36864265428714	-3.81986666713987	1.41576867005765	-2.69808673403143	0.00697392679530785	0.0362045087214052
"1908"	"ENSG00000173208"	"225"	"ABCD2"	"ATP binding cassette subfamily D member 2"	0	0	0	0	0	0	0	0	0	2	0	0	2	29	0	2	3	8	2	1	2.19336087992813	4.53711797613635	1.5259469779989	2.9733129928841	0.00294603866671902	0.0189924746964151
"1909"	"ENSG00000173221"	"2745"	"GLRX"	"glutaredoxin"	157	331	1397	72	206	128	87	1106	1893	509	265	632	219	730	1697	147	609	1285	576	59	567.640349381638	1.51022126041986	0.557620499237594	2.70833167447163	0.00676224049210356	0.0353927921345839
"1910"	"ENSG00000173264"	"56834"	"GPR137"	"G protein-coupled receptor 137"	4144	4238	2713	3243	5203	4987	4412	1924	1236	1613	526	4217	2597	1789	1495	1990	1519	1482	1843	556	2400.01809294812	-0.803524559202051	0.301183454498093	-2.66789077288819	0.0076329068342549	0.0387136429205189
"1911"	"ENSG00000173276"	"49854"	"ZBTB21"	"zinc finger and BTB domain containing 21"	224	252	423	488	452	429	402	789	282	1402	61	567	352	463	1688	406	936	1045	564	89	486.48974428867	0.97236094173297	0.30204091050712	3.21930211407586	0.00128503019787311	0.010054441229003
"1912"	"ENSG00000173335"	"128822"	"CST9"	"cystatin 9"	489	1295	0	37	52	103	107	63	0	0	0	0	0	0	0	0	0	0	0	0	90.9780138269172	-5.56071812285773	2.05075561280282	-2.71154597268553	0.00669702536241849	0.0351637405766066
"1913"	"ENSG00000173436"	"440574"	"MINOS1"	"mitochondrial inner membrane organizing system 1"	174	554	201	330	555	359	418	91	115	234	13	251	325	177	163	231	93	164	86	12	191.043875241206	-1.11408138149466	0.339264799889589	-3.28381070437378	0.00102413685779697	0.00839638554843426
"1914"	"ENSG00000173531"	"4485"	"MST1"	"macrophage stimulating 1"	292	929	827	781	910	985	916	320	104	420	11	167	874	233	374	145	404	266	386	60	402.804691033178	-1.1936194193941	0.414088516074913	-2.88252239088456	0.00394505096931852	0.0236279634099833
"1915"	"ENSG00000173559"	"64859"	"NABP1"	"nucleic acid binding protein 1"	153	143	640	13	26	21	16	505	452	3350	55	158	892	818	565	122	643	271	52	80	375.176878607133	2.22375836712456	0.710101115372806	3.13160804705549	0.00173851802234502	0.0126691059105426
"1916"	"ENSG00000173581"	"29903"	"CCDC106"	"coiled-coil domain containing 106"	1560	2323	2093	1212	1442	1371	1332	303	555	252	16	94	1031	996	526	610	761	747	999	22	752.644283154016	-1.47642302149994	0.442600863120633	-3.33578884390367	0.000850577422206793	0.00724994931823775
"1917"	"ENSG00000173662"	"80835"	"TAS1R1"	"taste 1 receptor member 1"	2	9	0	2	12	6	7	1	83	63	0	17	3	3	4	2	18	5	26	40	21.9604665259985	2.79636417080856	0.964768050371697	2.89848339166207	0.00374972167782907	0.0227017429465427
"1918"	"ENSG00000173699"	"130560"	"SPATA3"	"spermatogenesis associated 3"	1	0	0	0	0	0	0	0	7	7	1	51	0	0	2	0	0	16	0	0	3.63927663407161	4.84323076811045	1.81395730123792	2.66998058047189	0.00758556339677766	0.0385555370556759
"1919"	"ENSG00000173714"	"124857"	"WFIKKN2"	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"	21	1	8	1	20	6	13	1	3	1	0	0	0	0	0	1	3	0	0	0	3.24243804561451	-3.52597665693613	0.911952058323455	-3.86640572248758	0.000110451133175553	0.00138536674786955
"1920"	"ENSG00000173762"	"924"	"CD7"	"CD7 molecule"	232	1	0	0	5	3	1	3	32	777	4	0	1	23	1	16	9	48	17	0	8.23580096485037	2.43426831248275	0.891759685818283	2.72973576984371	0.00633851066834101	0.0338113372578573
"1921"	"ENSG00000173805"	"9001"	"HAP1"	"huntingtin associated protein 1"	6	9	32	94	2	3	1	1469	146	336	13	44	72	5	8	186	160	51	18	0	50.2799368043214	2.1429425621244	0.821164587766704	2.60963830400005	0.00906379993984663	0.0439860125596308
"1922"	"ENSG00000173894"	"84733"	"CBX2"	"chromobox 2"	367	268	2732	2614	320	155	152	507	3037	2811	632	4586	982	2670	5758	2504	2987	4102	143	424	1739.50882405923	1.70648502919531	0.601947191750062	2.834941424403	0.00458340886210583	0.0264195745552637
"1923"	"ENSG00000173905"	"27333"	"GOLIM4"	"golgi integral membrane protein 4"	307	425	504	404	345	322	318	633	721	1098	38	1008	1725	593	2507	647	580	2278	6	615	781.55796372601	1.81358111006735	0.600123166535618	3.02201483161658	0.00251098244806494	0.0168084575460437
"1924"	"ENSG00000173918"	"114897"	"C1QTNF1"	"C1q and TNF related 1"	11	0	110	131	25	1	6	12	255	62	26	68	972	199	158	303	117	155	5	68	142.749253516827	2.75885435613852	0.878946527466057	3.13881933647557	0.00169629994998031	0.0124374779950052
"1925"	"ENSG00000173928"	"126074"	"SWSAP1"	"SWIM-type zinc finger 7 associated protein 1"	215	296	301	576	250	253	325	88	109	259	7	313	119	164	96	120	116	214	169	22	166.897110810847	-1.00895229628185	0.271879289409858	-3.71103035641987	0.000206417345777927	0.00233349471022315
"1926"	"ENSG00000174010"	"80311"	"KLHL15"	"kelch like family member 15"	66	176	119	112	135	110	148	1070	148	422	10	99	106	134	465	183	203	215	410	195	245.316155231247	1.71703407809021	0.543207637231596	3.16091667422222	0.00157273482525972	0.0117589769180283
"1927"	"ENSG00000174015"	"220082"	"SPERT"	"spermatid associated"	237	122	0	151	24	44	39	30	0	0	6	13	0	0	0	1	7	2	0	0	29.9190040378163	-3.53196599714108	1.30720728698512	-2.70191731051854	0.00689409054845702	0.0358716766632331
"1928"	"ENSG00000174083"	NA	NA	NA	0	0	0	0	0	0	0	0	6	6	0	0	0	18	0	12	2	0	15	0	2.31966592123919	4.65399209730338	1.78730586593509	2.60391474453561	0.00921656799760168	0.0445269737724929
"1929"	"ENSG00000174225"	"392509"	"ARL13A"	"ADP ribosylation factor like GTPase 13A"	12	5	11	9	7	14	7	5	66	20	13	4	21	4	80	8	6	48	9	21	23.2678996360893	2.02712110375424	0.668263733188392	3.03341480777735	0.00241802973523925	0.0163447592438453
"1930"	"ENSG00000174227"	"54872"	"PIGG"	"phosphatidylinositol glycan anchor biosynthesis class G"	2095	1430	1692	2236	2243	2225	2026	1244	1084	1827	75	1269	404	465	1277	943	584	449	1246	168	1064.81042330033	-1.02110505726851	0.280150489840259	-3.64484480412918	0.000267553207504996	0.00288770286964343
"1931"	"ENSG00000174276"	"741"	"ZNHIT2"	"zinc finger HIT-type containing 2"	688	799	534	485	856	903	878	258	201	205	7	406	389	315	425	421	307	236	404	5	359.927503281035	-1.31337857553274	0.3777524744901	-3.47682322215247	0.000507392238635779	0.00482500951511986
"1932"	"ENSG00000174306"	"23051"	"ZHX3"	"zinc fingers and homeoboxes 3"	751	2349	1377	953	2002	2141	1944	1244	774	907	141	827	665	629	1471	396	874	842	982	208	961.150797142602	-0.765700182837289	0.282955382883234	-2.70608099070258	0.00680824393622863	0.0355561469524035
"1933"	"ENSG00000174343"	"55584"	"CHRNA9"	"cholinergic receptor nicotinic alpha 9 subunit"	8	5	1	2	3	0	9	1036	0	0	0	0	0	0	0	0	0	2	0	0	1.24969251683251	-3.58648627099917	1.28147710608651	-2.79871271516657	0.00513067630771824	0.0288884172439945
"1934"	"ENSG00000174365"	"128439"	"SNHG11"	"small nucleolar RNA host gene 11"	1116	1560	459	1010	528	709	538	316	237	110	47	456	536	330	478	528	363	673	329	108	469.360210861059	-0.954778676856087	0.356952007899192	-2.67480965431557	0.00747716896061841	0.0381821865907591
"1935"	"ENSG00000174371"	"9156"	"EXO1"	"exonuclease 1"	249	595	1223	441	447	541	491	323	1473	1187	126	819	752	1276	708	1213	661	1021	705	395	717.187924839168	0.959295756412448	0.330777630963359	2.90012282154204	0.0037301646627239	0.0225989902077292
"1936"	"ENSG00000174373"	"253959"	"RALGAPA1"	"Ral GTPase activating protein catalytic alpha subunit 1"	3904	1601	1336	1440	2265	2085	1788	820	447	2787	17	2232	476	596	784	753	1189	873	1097	40	1081.00827957438	-1.14664730507875	0.432956480157679	-2.64841238699361	0.00808708081327289	0.0403371785762538
"1937"	"ENSG00000174437"	"488"	"ATP2A2"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"	7531	8206	11288	9603	8774	8970	8278	6764	7781	13556	556	4085	3753	5058	7045	5498	3908	7754	4947	700	5643.64287442765	-0.538637745639773	0.190064827526146	-2.83396856036226	0.00459738547902563	0.0264826771268186
"1938"	"ENSG00000174453"	"402117"	"VWC2L"	"von Willebrand factor C domain containing 2 like"	6	0	0	5	16	14	11	0	0	0	0	0	0	1	0	0	0	0	0	0	2.12577737454324	-4.64346878260015	1.40833384915046	-3.29713638950111	0.00097676056558959	0.00807613472689728
"1939"	"ENSG00000174498"	"9543"	"IGDCC3"	"immunoglobulin superfamily DCC subclass member 3"	649	459	18	904	597	299	282	1	2	3	0	4	0	0	0	16	2	22	0	32	140.296301503	-4.46186312826304	1.20882112045664	-3.69108634251654	0.000223298315757405	0.00248681313264096
"1940"	"ENSG00000174502"	"115019"	"SLC26A9"	"solute carrier family 26 member 9"	1	1	6	41	0	0	0	3549	60	213	23	0	2	12	132	244	113	11	10	1	39.6782062563641	3.68706610105651	1.07820535020772	3.41963254063446	0.000627057768171271	0.00568470241473485
"1941"	"ENSG00000174527"	"283446"	"MYO1H"	"myosin IH"	19	8	18	20	14	4	12	9	97	175	43	32	3	4	4	7	24	68	31	52	48.2281885608943	2.62809206140563	0.789700914049391	3.32795874317712	0.000874848213360297	0.00741345528006479
"1942"	"ENSG00000174564"	"53833"	"IL20RB"	"interleukin 20 receptor subunit beta"	59	44	70	24	29	4	14	24	181	275	1	45	62	92	18	197	53	94	52	35	62.7419340109832	1.54503579026291	0.570782263909171	2.70687421098419	0.00679199870704589	0.0354848107748391
"1943"	"ENSG00000174572"	NA	NA	NA	0	0	0	0	0	0	0	0	16	0	0	4	11	20	0	0	5	3	0	0	2.49556356084682	4.7516059738486	1.81315869180444	2.62062333282027	0.00877691764347639	0.0429017768708628
"1944"	"ENSG00000174574"	"79647"	"AKIRIN1"	"akirin 1"	941	1556	1763	1598	1028	743	652	1283	2067	2407	423	1884	1451	1739	4020	1749	1778	918	2163	315	1408.23478444624	0.84199370223249	0.245742527950157	3.42632473612084	0.000611808453847875	0.0055811827196759
"1945"	"ENSG00000174576"	"266743"	"NPAS4"	"neuronal PAS domain protein 4"	0	2	1	0	0	1	0	1	1	335	0	0	1	3	1	11	83	0	0	16	9.22662362010672	4.90022314683376	1.54634352238932	3.16890980295388	0.00153011871787246	0.0115085814779584
"1946"	"ENSG00000174611"	"339855"	"KY"	"kyphoscoliosis peptidase"	1	5	6	0	4	2	9	6	135	5	1	7	6	0	20	82	0	95	201	5	25.2596975621244	3.59948720187579	0.988016638611534	3.64314431681451	0.000269327731283343	0.00290207822858185
"1947"	"ENSG00000174672"	"9024"	"BRSK2"	"BR serine/threonine kinase 2"	595	38	19	936	2695	2964	2653	168	20	413	29	442	8	10	2	115	70	240	51	0	464.947133142492	-3.41535410668588	0.905015702234173	-3.77380646352825	0.000160775503087949	0.00189003098139294
"1948"	"ENSG00000174684"	"11041"	"B4GAT1"	"beta-1,4-glucuronyltransferase 1"	1266	1355	359	1229	2397	2530	2474	1569	89	516	43	1147	474	389	552	212	365	707	1053	53	802.72806214451	-1.37260111937753	0.490918102580553	-2.79598799099551	0.00517413229937947	0.0290457979057846
"1949"	"ENSG00000174903"	"81876"	"RAB1B"	"RAB1B, member RAS oncogene family"	12045	18724	16333	17544	13577	14507	13014	6381	6195	6777	1297	15867	8326	6796	5753	10374	7201	11477	7515	647	8614.98667399516	-0.815069909389534	0.229272074830904	-3.55503351199956	0.000377930916603216	0.00381965092476014
"1950"	"ENSG00000174992"	"653808"	"ZG16"	"zymogen granule protein 16"	12	4	2	5	6	1	4	0	1	0	1	1	0	0	0	0	0	0	0	0	1.77309632500118	-3.61485335811478	0.941897720963787	-3.83784064623908	0.000124120983615246	0.00151904854749279
"1951"	"ENSG00000174996"	"64837"	"KLC2"	"kinesin light chain 2"	2036	3378	2457	2524	5799	5777	5017	2143	864	2744	381	1489	1324	1744	1701	1590	2045	4346	2178	235	2156.25281852999	-0.885174594102718	0.284284870987884	-3.11368871310934	0.00184764310685341	0.0132544135020362
"1952"	"ENSG00000175066"	"256356"	"GK5"	"glycerol kinase 5"	367	197	244	397	337	272	280	254	449	1038	105	275	365	208	341	711	627	1607	443	95	391.006676872243	0.984260532583047	0.327753308704329	3.00305292561048	0.00267285943971765	0.017631057476226
"1953"	"ENSG00000175084"	"1674"	"DES"	"desmin"	0	2	6	3	4	10	5	40	27	97	2	0	0	41	28	13	0	1	7	12	14.9706359657437	2.64255858964837	0.953558730669801	2.771259393527	0.00558399236561462	0.0307560651617739
"1954"	"ENSG00000175161"	"253559"	"CADM2"	"cell adhesion molecule 2"	40	82	33	85	178	193	167	2	8	24	0	29	86	74	9	5	0	3	0	6	43.2901382709637	-2.23056924994705	0.86199816752714	-2.58767284430082	0.00966267044222435	0.0461104180655419
"1955"	"ENSG00000175170"	NA	NA	NA	185	543	11	56	33	36	41	27	33	67	0	47	47	31	2	60	7	13	43	0	53.2449176477954	-2.13528216314848	0.742365376658403	-2.87632240172621	0.00402338534087796	0.0239597682452756
"1956"	"ENSG00000175215"	"10106"	"CTDSP2"	"CTD small phosphatase 2"	6385	5477	6233	6067	5476	5351	4530	2796	3634	4954	296	6057	1823	2375	2811	5151	1109	3816	2379	445	3286.39685411157	-0.771226378892686	0.256697917631326	-3.00441229133902	0.00266094467972203	0.017574564622279
